location,city,object_type,bill_num,mortgage_num,price_cleaned,rooms_cleaned_num,size_cleaned_num,floor_current_num,floor_max_num,floor_ratio
Sumqayıt,sumqayit,baglar,1,0,25000,,110.0,,,
Sumqayıt,sumqayit,baglar,1,0,35000,,16.0,,,
Sumqayıt,sumqayit,baglar,1,0,160000,,140.0,,,
Sumqayıt,sumqayit,baglar,1,0,155000,,200.0,,,
Sumqayıt,sumqayit,baglar,1,0,21500,,20.0,,,
Sumqayıt,sumqayit,baglar,0,0,38000,,80.0,,,
Sumqayıt,sumqayit,baglar,0,0,37500,,64.0,,,
Sumqayıt,sumqayit,baglar,1,0,75000,,110.0,,,
Sumqayıt,sumqayit,baglar,1,0,70000,,180.0,,,
Sumqayıt,sumqayit,baglar,1,0,290000,,260.0,,,
Sumqayıt,sumqayit,baglar,0,0,87000,,100.0,,,
Sumqayıt,sumqayit,baglar,1,0,35000,,400.0,,,
Sumqayıt,sumqayit,baglar,1,0,85850,,75.6,,,
Sumqayıt,sumqayit,baglar,1,0,65000,,120.0,,,
Sumqayıt,sumqayit,baglar,1,1,430000,,400.0,,,
Sumqayıt,sumqayit,baglar,0,0,92000,,100.0,,,
Sumqayıt,sumqayit,baglar,1,0,105000,,62.0,,,
Sumqayıt,sumqayit,baglar,1,0,140000,,5.5,,,
Sumqayıt,sumqayit,baglar,0,0,77000,,95.0,,,
Sumqayıt,sumqayit,baglar,1,0,65000,,160.0,,,
Sumqayıt,sumqayit,baglar,1,0,35000,,155.0,,,
Sumqayıt,sumqayit,baglar,1,0,68500,,180.0,,,
Sumqayıt,sumqayit,baglar,1,0,33000,,100.0,,,
Sumqayıt,sumqayit,torpaq,1,0,450000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,27000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,27000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,42000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,17000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,115000,,,,,
Sumqayıt,sumqayit,torpaq,0,0,29000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,40000,,,,,
Sumqayıt,sumqayit,torpaq,0,0,7000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,1250000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,21000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,26500,,,,,
Sumqayıt,sumqayit,torpaq,1,0,81000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,21500,,,,,
Sumqayıt,sumqayit,torpaq,1,0,20000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,33000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,9500,,,,,
Sumqayıt,sumqayit,torpaq,0,0,9500,,,,,
Sumqayıt,sumqayit,torpaq,1,0,70000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,18000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,160000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,3000000,,,,,
Sumqayıt,sumqayit,torpaq,0,0,5500,,,,,
Sumqayıt,sumqayit,torpaq,1,0,1700000,,,,,
Sumqayıt,sumqayit,torpaq,1,0,15500,,,,,
Sumqayıt,sumqayit,torpaq,1,0,1800000,,,,,
Sumqayıt,sumqayit,obyektler,1,0,495000,,175.5,,,
Sumqayıt,sumqayit,obyektler,1,0,330000,,1500.0,,,
Sumqayıt,sumqayit,obyektler,1,0,40500,,60.0,,,
Sumqayıt,sumqayit,obyektler,1,0,450000,,2500.0,,,
Sumqayıt,sumqayit,obyektler,1,0,75000,,140.0,,,
Sumqayıt,sumqayit,obyektler,1,0,35000,,22.0,,,
Sumqayıt,sumqayit,obyektler,1,0,590000,,1000.0,,,
Sumqayıt,sumqayit,obyektler,0,0,670000,,700.0,,,
Sumqayıt,sumqayit,obyektler,1,0,590000,,3600.0,,,
Sumqayıt,sumqayit,obyektler,1,0,18000,,3.0,,,
Sumqayıt,sumqayit,obyektler,1,0,1510000,,500.0,,,
Sumqayıt,sumqayit,obyektler,0,0,200000,,200.0,,,
Sumqayıt,sumqayit,obyektler,1,0,590000,,1000.0,,,
Sumqayıt,sumqayit,obyektler,1,0,1300000,,700.0,,,
Sumqayıt,sumqayit,obyektler,1,0,260000,,70.0,,,
Sumqayıt,sumqayit,obyektler,1,0,260000,,106.0,,,
Sumqayıt,sumqayit,obyektler,1,0,150000,,141.0,,,
Sumqayıt,sumqayit,obyektler,1,0,280000,,522.0,,,
Sumqayıt,sumqayit,obyektler,1,0,320000,,181.0,,,
Sumqayıt,sumqayit,obyektler,0,0,250000,,800.0,,,
Sumqayıt,sumqayit,obyektler,1,0,1500000,,500.0,,,
Sumqayıt,sumqayit,obyektler,1,0,1280000,,654.0,,,
Sumqayıt,sumqayit,obyektler,1,0,450000,,25000.0,,,
Sumqayıt,sumqayit,obyektler,1,0,89000,,45.0,,,
Xırdalan,xirdalan,menziller,1,0,66500,2.0,61.0,1.0,13.0,0.07692307692307693
Xırdalan,xirdalan,menziller,1,1,72000,2.0,65.0,14.0,16.0,0.875
Xırdalan,xirdalan,menziller,1,0,68000,2.0,59.0,2.0,9.0,0.2222222222222222
Xırdalan,xirdalan,menziller,1,0,53000,2.0,41.0,2.0,12.0,0.16666666666666666
Xırdalan,xirdalan,menziller,1,0,133000,3.0,133.8,10.0,13.0,0.7692307692307693
Xırdalan,xirdalan,menziller,1,0,84000,2.0,100.0,9.0,12.0,0.75
Xırdalan,xirdalan,menziller,0,0,61000,2.0,55.0,5.0,11.0,0.45454545454545453
Xırdalan,xirdalan,menziller,1,0,87000,3.0,65.0,6.0,16.0,0.375
Xırdalan,xirdalan,menziller,0,0,34500,2.0,81.0,13.0,16.0,0.8125
Xırdalan,xirdalan,menziller,1,0,130000,4.0,130.0,1.0,14.0,0.07142857142857142
Xırdalan,xirdalan,menziller,1,0,67800,2.0,50.0,8.0,15.0,0.5333333333333333
Xırdalan,xirdalan,menziller,1,0,130000,4.0,130.0,1.0,14.0,0.07142857142857142
Xırdalan,xirdalan,menziller,1,0,48000,2.0,78.0,13.0,13.0,1.0
Xırdalan,xirdalan,menziller,0,0,84000,3.0,92.0,1.0,4.0,0.25
Xırdalan,xirdalan,menziller,1,0,48000,2.0,78.0,13.0,13.0,1.0
Xırdalan,xirdalan,menziller,0,0,72000,3.0,65.0,9.0,12.0,0.75
Xırdalan,xirdalan,menziller,1,1,140000,3.0,130.0,3.0,12.0,0.25
Xırdalan,xirdalan,menziller,1,1,80000,3.0,70.0,3.0,10.0,0.3
Xırdalan,xirdalan,menziller,0,0,72000,3.0,65.0,9.0,12.0,0.75
Xırdalan,xirdalan,menziller,1,1,67000,2.0,49.6,8.0,15.0,0.5333333333333333
Xırdalan,xirdalan,menziller,1,1,62000,2.0,50.0,10.0,11.0,0.9090909090909091
Xırdalan,xirdalan,menziller,1,0,87000,3.0,66.0,6.0,15.0,0.4
Xırdalan,xirdalan,menziller,0,0,28000,2.0,47.5,13.0,17.0,0.7647058823529411
Xırdalan,xirdalan,menziller,1,0,54000,2.0,44.0,2.0,12.0,0.16666666666666666
Xırdalan,xirdalan,menziller,0,0,92000,3.0,115.0,8.0,13.0,0.6153846153846154
Xırdalan,xirdalan,menziller,0,0,66000,3.0,109.0,11.0,11.0,1.0
Xırdalan,xirdalan,menziller,0,0,60000,2.0,55.0,2.0,6.0,0.3333333333333333
Xırdalan,xirdalan,menziller,1,0,107000,4.0,105.0,3.0,16.0,0.1875
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,68000,2.0,59.0,2.0,9.0,0.2222222222222222
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,37500,2.0,57.5,12.0,17.0,0.7058823529411765
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,38000,2.0,36.0,11.0,11.0,1.0
Xırdalan,xirdalan,menziller/yeni-tikili,1,1,72000,2.0,65.0,14.0,16.0,0.875
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,133000,3.0,133.8,10.0,13.0,0.7692307692307693
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,84000,2.0,100.0,9.0,12.0,0.75
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,61000,2.0,55.0,5.0,11.0,0.45454545454545453
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,87000,3.0,65.0,6.0,16.0,0.375
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,34500,2.0,81.0,13.0,16.0,0.8125
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,130000,4.0,130.0,1.0,14.0,0.07142857142857142
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,67800,2.0,50.0,8.0,15.0,0.5333333333333333
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,130000,4.0,130.0,1.0,14.0,0.07142857142857142
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,48000,2.0,78.0,13.0,13.0,1.0
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,84000,3.0,92.0,1.0,4.0,0.25
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,48000,2.0,78.0,13.0,13.0,1.0
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,72000,3.0,65.0,9.0,12.0,0.75
Xırdalan,xirdalan,menziller/yeni-tikili,1,1,140000,3.0,130.0,3.0,12.0,0.25
Xırdalan,xirdalan,menziller/yeni-tikili,1,1,80000,3.0,70.0,3.0,10.0,0.3
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,72000,3.0,65.0,9.0,12.0,0.75
Xırdalan,xirdalan,menziller/yeni-tikili,1,1,67000,2.0,49.6,8.0,15.0,0.5333333333333333
Xırdalan,xirdalan,menziller/yeni-tikili,1,1,62000,2.0,50.0,10.0,11.0,0.9090909090909091
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,87000,3.0,66.0,6.0,15.0,0.4
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,28000,2.0,47.5,13.0,17.0,0.7647058823529411
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,54000,2.0,44.0,2.0,12.0,0.16666666666666666
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,92000,3.0,115.0,8.0,13.0,0.6153846153846154
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,66000,3.0,109.0,11.0,11.0,1.0
Xırdalan,xirdalan,menziller/yeni-tikili,0,0,60000,2.0,55.0,2.0,6.0,0.3333333333333333
Xırdalan,xirdalan,menziller/yeni-tikili,1,0,107000,4.0,105.0,3.0,16.0,0.1875
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,60000,2.0,60.0,9.0,9.0,1.0
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,90000,3.0,100.0,1.0,5.0,0.2
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,40000,2.0,37.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,93000,3.0,96.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,83000,4.0,100.0,6.0,9.0,0.6666666666666666
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,80000,3.0,80.0,6.0,9.0,0.6666666666666666
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,59000,3.0,65.0,4.0,4.0,1.0
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,38000,2.0,45.0,5.0,5.0,1.0
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,70000,3.0,60.0,3.0,5.0,0.6
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,40000,2.0,40.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,85000,3.0,70.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,0,0,39000,2.0,41.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,41500,2.0,37.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,0,1,70000,2.0,53.6,3.0,5.0,0.6
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,91000,4.0,83.0,2.0,5.0,0.4
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,64000,3.0,65.0,2.0,4.0,0.5
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,41000,1.0,41.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,56000,3.0,62.0,2.0,5.0,0.4
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,88000,4.0,120.0,8.0,9.0,0.8888888888888888
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,74800,3.0,75.0,3.0,5.0,0.6
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,40000,1.0,40.0,4.0,5.0,0.8
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,70000,3.0,70.0,2.0,5.0,0.4
Xırdalan,xirdalan,menziller/kohne-tikili,1,1,88000,4.0,95.0,8.0,9.0,0.8888888888888888
Xırdalan,xirdalan,menziller/kohne-tikili,1,0,60000,3.0,70.0,4.0,4.0,1.0
Xırdalan,xirdalan,evler,1,1,125000,5.0,180.0,,,
Xırdalan,xirdalan,evler,1,0,60000,5.0,130.0,,,
Xırdalan,xirdalan,evler,1,0,63000,4.0,87.9,,,
Xırdalan,xirdalan,evler,1,0,55000,3.0,90.0,,,
Xırdalan,xirdalan,evler,1,0,165000,4.0,240.0,,,
Xırdalan,xirdalan,evler,1,0,39000,3.0,100.0,,,
Xırdalan,xirdalan,evler,1,0,75000,4.0,150.0,,,
Xırdalan,xirdalan,evler,1,0,64000,3.0,150.0,,,
Xırdalan,xirdalan,evler,0,0,95000,4.0,186.0,,,
Xırdalan,xirdalan,evler,1,0,65000,5.0,140.0,,,
Xırdalan,xirdalan,evler,1,0,85000,4.0,160.0,,,
Xırdalan,xirdalan,evler,1,0,70000,4.0,120.0,,,
Xırdalan,xirdalan,evler,1,1,125000,5.0,180.0,,,
Xırdalan,xirdalan,evler,1,0,92000,3.0,100.0,,,
Xırdalan,xirdalan,evler,1,0,73000,4.0,134.0,,,
Xırdalan,xirdalan,evler,1,0,78000,4.0,167.0,,,
Xırdalan,xirdalan,evler,1,0,160000,4.0,150.0,,,
Xırdalan,xirdalan,evler,1,0,90000,4.0,135.0,,,
Xırdalan,xirdalan,evler,1,0,75000,7.0,200.0,,,
Xırdalan,xirdalan,evler,1,0,270000,7.0,400.0,,,
Xırdalan,xirdalan,evler,1,0,70000,3.0,75.0,,,
Xırdalan,xirdalan,evler,1,0,49000,3.0,64.0,,,
Xırdalan,xirdalan,evler,1,0,55000,4.0,180.0,,,
Xırdalan,xirdalan,evler,1,0,80000,5.0,120.0,,,
Xırdalan,xirdalan,evler,0,0,43000,3.0,90.0,,,
Xırdalan,xirdalan,evler,1,0,35000,2.0,74.1,,,
Xırdalan,xirdalan,evler,1,0,225000,5.0,230.0,,,
Xırdalan,xirdalan,baglar,1,0,80000,,98.0,,,
Xırdalan,xirdalan,baglar,1,1,31000,,50.0,,,
Xırdalan,xirdalan,torpaq,0,0,25000,,,,,
Xırdalan,xirdalan,torpaq,1,0,95000,,,,,
Xırdalan,xirdalan,torpaq,1,0,2800000,,,,,
Xırdalan,xirdalan,torpaq,1,0,3200000,,,,,
Xırdalan,xirdalan,torpaq,1,0,205000,,,,,
Xırdalan,xirdalan,torpaq,1,0,45000,,,,,
Xırdalan,xirdalan,torpaq,1,0,600000,,,,,
Xırdalan,xirdalan,torpaq,1,0,30000,,,,,
Xırdalan,xirdalan,torpaq,1,0,1200000,,,,,
Xırdalan,xirdalan,torpaq,1,1,2000000,,,,,
Xırdalan,xirdalan,torpaq,1,0,51000,,,,,
Xırdalan,xirdalan,torpaq,1,1,220000,,,,,
Xırdalan,xirdalan,torpaq,1,1,18800,,,,,
Xırdalan,xirdalan,torpaq,1,1,210000,,,,,
Xırdalan,xirdalan,torpaq,1,0,3200000,,,,,
Xırdalan,xirdalan,torpaq,1,0,390000,,,,,
Xırdalan,xirdalan,obyektler,0,0,550000,,2500.0,,,
Xırdalan,xirdalan,obyektler,0,0,145000,,180.0,,,
Xırdalan,xirdalan,obyektler,0,0,250000,,180.0,,,
Xırdalan,xirdalan,obyektler,1,0,65000,,61.0,,,
Xırdalan,xirdalan,obyektler,1,0,500000,,180.0,,,
Xırdalan,xirdalan,obyektler,1,0,2500,,300.0,,,
Xırdalan,xirdalan,obyektler,1,0,190000,,362.0,,,
Xırdalan,xirdalan,obyektler,0,0,145000,,180.0,,,
Xırdalan,xirdalan,obyektler,1,0,750000,,1500.0,,,
Xırdalan,xirdalan,obyektler,1,0,420000,,250.0,,,
Xırdalan,xirdalan,obyektler,0,0,4800,,6.0,,,
Xırdalan,xirdalan,obyektler,0,0,550000,,2500.0,,,
Xırdalan,xirdalan,obyektler,1,0,3400000,,1600.0,,,
Xırdalan,xirdalan,obyektler,0,0,43500,,23.0,,,
Xırdalan,xirdalan,obyektler,1,0,520000,,260.0,,,
Xırdalan,xirdalan,obyektler,1,0,519000,,260.0,,,
Xırdalan,xirdalan,obyektler,1,0,1850000,,800.0,,,
Xırdalan,xirdalan,obyektler,1,0,420000,,251.0,,,
Xırdalan,xirdalan,obyektler,1,0,650000,,128.0,,,
Xırdalan,xirdalan,obyektler,1,0,4000000,,2520.0,,,
Xırdalan,xirdalan,obyektler,1,0,4000000,,2520.0,,,
Xırdalan,xirdalan,obyektler,1,1,122500,,35.0,,,
Xırdalan,xirdalan,obyektler,1,0,650000,,300.0,,,
Xırdalan,xirdalan,obyektler,1,0,22500,,27.0,,,
Xırdalan,xirdalan,obyektler,1,0,1500000,,1342.0,,,
Xırdalan,xirdalan,obyektler,0,0,345000,,550.0,,,
Şah İsmayıl Xətai m.,baki,menziller,0,0,195000,3.0,154.0,9.0,24.0,0.375
Bayıl q.,baki,menziller,1,0,285000,4.0,130.0,2.0,5.0,0.4
Nərimanov r.,baki,menziller,1,0,1500000,15.0,1000.0,18.0,18.0,1.0
Elmlər Akademiyası m.,baki,menziller,1,0,178000,3.0,90.0,16.0,18.0,0.8888888888888888
Bakı,baki,menziller,0,0,182837,4.0,146.3,,,
Bakı,baki,menziller,0,0,279335,3.0,121.5,,,
Bakı,baki,menziller,0,0,354131,4.0,154.0,,,
Bakı,baki,menziller,0,0,397917,4.0,209.4,,,
9-cu mikrorayon q.,baki,menziller,1,0,119000,3.0,103.0,19.0,20.0,0.95
Nəsimi r.,baki,menziller,1,0,155000,2.0,110.0,4.0,8.0,0.5
Nəriman Nərimanov m.,baki,menziller,1,1,350000,4.0,188.0,2.0,17.0,0.11764705882352941
Şah İsmayıl Xətai m.,baki,menziller,1,1,529900,4.0,181.0,8.0,18.0,0.4444444444444444
Neftçilər m.,baki,menziller,0,0,168000,3.0,107.0,2.0,16.0,0.125
Nərimanov r.,baki,menziller,1,1,218000,5.0,132.0,9.0,9.0,1.0
Nəsimi r.,baki,menziller,1,0,1200000,5.0,400.0,18.0,18.0,1.0
Şah İsmayıl Xətai m.,baki,menziller,0,0,185000,3.0,85.0,4.0,16.0,0.25
Yasamal r.,baki,menziller,1,0,129000,3.0,104.0,11.0,19.0,0.5789473684210527
Nardaran q.,baki,menziller,1,1,121635,1.0,53.0,1.0,7.0,0.14285714285714285
M.Ə.Rəsulzadə q.,baki,menziller,0,0,230000,4.0,167.0,2.0,13.0,0.15384615384615385
Nardaran q.,baki,menziller,1,1,146880,1.0,64.1,2.0,7.0,0.2857142857142857
Sea Breeze,baki,menziller,0,0,165469,2.0,72.1,,,
Sea Breeze,baki,menziller,0,0,173731,2.0,75.7,,,
Nərimanov r.,baki,menziller,0,0,183000,3.0,111.0,10.0,17.0,0.5882352941176471
8-ci mikrorayon q.,baki,menziller,1,1,105000,2.0,68.0,8.0,16.0,0.5
8-ci mikrorayon q.,baki,menziller,1,1,158500,4.0,112.0,8.0,9.0,0.8888888888888888
1-ci mikrorayon q.,baki,menziller,1,1,102000,3.0,80.0,16.0,17.0,0.9411764705882353
İnşaatçılar m.,baki,menziller,1,1,225000,3.0,140.0,16.0,17.0,0.9411764705882353
8 Noyabr m.,baki,menziller,1,1,270000,4.0,170.0,8.0,12.0,0.6666666666666666
Nizami m.,baki,menziller,0,0,230000,2.0,101.0,8.0,18.0,0.4444444444444444
Şah İsmayıl Xətai m.,baki,menziller,0,0,480000,5.0,195.0,5.0,7.0,0.7142857142857143
Əhmədli m.,baki,menziller,0,0,115000,3.0,98.0,4.0,10.0,0.4
Nizami m.,baki,menziller,1,0,365000,4.0,195.0,8.0,18.0,0.4444444444444444
Nəsimi r.,baki,menziller/yeni-tikili,1,0,410000,4.0,182.0,12.0,13.0,0.9230769230769231
Yeni Yasamal q.,baki,menziller/yeni-tikili,0,0,340000,4.0,160.0,13.0,16.0,0.8125
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,1,0,550000,4.0,186.0,9.0,16.0,0.5625
20 Yanvar m.,baki,menziller/yeni-tikili,1,0,120000,2.0,68.0,8.0,18.0,0.4444444444444444
Bakı,baki,menziller/yeni-tikili,0,0,120434,1.0,65.1,,,
Bakı,baki,menziller/yeni-tikili,0,0,180638,2.0,73.7,,,
Ağ şəhər,baki,menziller/yeni-tikili,0,0,290000,3.0,145.0,,,
28 May m.,baki,menziller/yeni-tikili,0,0,153750,2.0,102.5,,,
Nəsimi r.,baki,menziller/yeni-tikili,1,0,1200000,5.0,400.0,18.0,18.0,1.0
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,0,0,185000,3.0,85.0,4.0,16.0,0.25
Yasamal r.,baki,menziller/yeni-tikili,1,0,129000,3.0,104.0,11.0,19.0,0.5789473684210527
Nardaran q.,baki,menziller/yeni-tikili,1,1,121635,1.0,53.0,1.0,7.0,0.14285714285714285
M.Ə.Rəsulzadə q.,baki,menziller/yeni-tikili,0,0,230000,4.0,167.0,2.0,13.0,0.15384615384615385
Nardaran q.,baki,menziller/yeni-tikili,1,1,146880,1.0,64.1,2.0,7.0,0.2857142857142857
Sea Breeze,baki,menziller/yeni-tikili,0,0,165469,2.0,72.1,,,
Sea Breeze,baki,menziller/yeni-tikili,0,0,173731,2.0,75.7,,,
Nərimanov r.,baki,menziller/yeni-tikili,0,0,183000,3.0,111.0,10.0,17.0,0.5882352941176471
İnşaatçılar m.,baki,menziller/yeni-tikili,1,1,225000,3.0,140.0,16.0,17.0,0.9411764705882353
8 Noyabr m.,baki,menziller/yeni-tikili,1,1,270000,4.0,170.0,8.0,12.0,0.6666666666666666
Nizami m.,baki,menziller/yeni-tikili,0,0,230000,2.0,101.0,8.0,18.0,0.4444444444444444
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,0,0,480000,5.0,195.0,5.0,7.0,0.7142857142857143
Əhmədli m.,baki,menziller/yeni-tikili,0,0,115000,3.0,98.0,4.0,10.0,0.4
Nizami m.,baki,menziller/yeni-tikili,1,0,365000,4.0,195.0,8.0,18.0,0.4444444444444444
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,415000,4.0,200.0,13.0,16.0,0.8125
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,390000,3.0,155.0,6.0,8.0,0.75
Qara Qarayev m.,baki,menziller/yeni-tikili,1,0,137000,3.0,107.0,4.0,17.0,0.23529411764705882
Yeni Yasamal q.,baki,menziller/yeni-tikili,0,0,140000,3.0,98.8,10.0,16.0,0.625
7-ci mikrorayon q.,baki,menziller/yeni-tikili,0,0,134500,3.0,107.6,7.0,9.0,0.7777777777777778
7-ci mikrorayon q.,baki,menziller/yeni-tikili,0,0,182837,4.0,146.3,7.0,9.0,0.7777777777777778
İnşaatçılar m.,baki,menziller/yeni-tikili,1,1,260000,3.0,137.0,16.0,17.0,0.9411764705882353
7-ci mikrorayon q.,baki,menziller/yeni-tikili,1,0,97999,2.0,60.0,2.0,17.0,0.11764705882352941
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,1,0,209000,3.0,130.0,16.0,21.0,0.7619047619047619
Hövsan q.,baki,menziller/kohne-tikili,1,1,64000,2.0,52.0,4.0,9.0,0.4444444444444444
8-ci mikrorayon q.,baki,menziller/kohne-tikili,0,0,135000,3.0,85.0,6.0,9.0,0.6666666666666666
Yasamal q.,baki,menziller/kohne-tikili,1,0,112000,3.0,75.0,1.0,5.0,0.2
28 May m.,baki,menziller/kohne-tikili,1,0,118000,2.0,53.9,2.0,6.0,0.3333333333333333
Nərimanov r.,baki,menziller/kohne-tikili,1,0,85000,2.0,45.0,1.0,5.0,0.2
İçəri Şəhər m.,baki,menziller/kohne-tikili,1,0,174000,2.0,50.0,2.0,5.0,0.4
Nərimanov r.,baki,menziller/kohne-tikili,1,0,78000,2.0,32.0,2.0,5.0,0.4
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,92000,2.0,50.0,2.0,5.0,0.4
Binəqədi r.,baki,menziller/kohne-tikili,1,0,140000,3.0,70.0,5.0,5.0,1.0
8-ci kilometr q.,baki,menziller/kohne-tikili,1,0,96000,3.0,75.0,2.0,5.0,0.4
Nəriman Nərimanov m.,baki,menziller/kohne-tikili,1,0,115000,3.0,65.0,5.0,5.0,1.0
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,95000,2.0,45.0,2.0,5.0,0.4
İçəri Şəhər m.,baki,menziller/kohne-tikili,1,0,153000,2.0,56.0,4.0,4.0,1.0
Şah İsmayıl Xətai m.,baki,menziller/kohne-tikili,1,0,83999,2.0,55.0,1.0,9.0,0.1111111111111111
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,78000,2.0,42.0,3.0,5.0,0.6
Həzi Aslanov m.,baki,menziller/kohne-tikili,1,1,122000,3.0,63.8,2.0,9.0,0.2222222222222222
Memar Əcəmi m.,baki,menziller/kohne-tikili,0,0,65000,1.0,38.0,2.0,5.0,0.4
Nərimanov r.,baki,menziller/kohne-tikili,1,0,117000,3.0,65.0,5.0,5.0,1.0
Qara Qarayev m.,baki,menziller/kohne-tikili,1,0,70000,1.0,35.0,2.0,5.0,0.4
Nərimanov r.,baki,menziller/kohne-tikili,1,0,91000,2.0,52.0,2.0,5.0,0.4
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,0,113000,2.0,67.0,3.0,9.0,0.3333333333333333
28 May m.,baki,menziller/kohne-tikili,1,1,220000,4.0,110.0,6.0,9.0,0.6666666666666666
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,92000,2.0,55.0,2.0,5.0,0.4
Sahil m.,baki,menziller/kohne-tikili,0,0,550000,6.0,170.0,2.0,2.0,1.0
Nərimanov r.,baki,menziller/kohne-tikili,1,1,162000,4.0,110.0,5.0,9.0,0.5555555555555556
Səbail r.,baki,menziller/kohne-tikili,0,0,399000,3.0,85.0,2.0,2.0,1.0
Nərimanov r.,baki,menziller/kohne-tikili,1,0,1300000,5.0,170.0,1.0,15.0,0.06666666666666667
Nərimanov r.,baki,menziller/kohne-tikili,1,0,110000,3.0,65.0,5.0,9.0,0.5555555555555556
Qala q.,baki,evler,0,0,175500,4.0,200.0,,,
Hövsan q.,baki,evler,1,0,143000,8.0,260.0,,,
Saray q.,baki,evler,1,0,54000,4.0,140.0,,,
Badamdar q.,baki,evler,1,0,7650000,10.0,600.0,,,
Masazır q.,baki,evler,1,0,52000,5.0,120.0,,,
Masazır q.,baki,evler,1,0,71000,3.0,80.0,,,
Buzovna q.,baki,evler,1,0,220000,6.0,336.0,,,
Biləcəri q.,baki,evler,0,0,150000,6.0,240.0,,,
Binəqədi r.,baki,evler,1,0,334000,5.0,250.0,,,
Masazır q.,baki,evler,1,0,68000,4.0,140.0,,,
Masazır q.,baki,evler,1,0,130000,5.0,180.0,,,
Masazır q.,baki,evler,1,0,95000,4.0,152.0,,,
Nardaran q.,baki,evler,1,0,230000,5.0,200.0,,,
